Date,Open,High,Low,Close,Adj Close,Volume
2025-11-02,110064.431639,111167.313438,109523.456248,110639.626311,110639.626311,34284209458.94
2025-11-03,110646.905334,110764.916546,105336.357199,106547.519604,106547.519604,72852006359.15
2025-11-04,106541.422001,107264.882762,98962.064102,101590.522317,101590.522317,110967184772.86
2025-11-05,101579.236717,104534.701125,98989.915884,103891.835482,103891.835482,77584934803.74
2025-11-06,103893.666274,104147.303952,100336.866475,101301.290476,101301.290476,63932752860.8
2025-11-07,101286.243503,104052.916761,99257.057328,103372.406718,103372.406718,92168030080.75
2025-11-08,103371.701346,103373.559326,101458.040038,102282.114050,102282.114050,51446691094.53
2025-11-09,102278.980872,105418.368619,101468.875255,104719.638896,104719.638896,59679243012.82
2025-11-10,104723.770715,106564.697261,104350.645913,105996.597092,105996.597092,69585887229.14
2025-11-11,105996.857491,107428.259849,102457.329865,102997.471043,102997.471043,71130078574.37
2025-11-12,103011.434495,105297.233457,100836.613657,101663.186738,101663.186738,64347179407.55
2025-11-13,101674.148339,104005.493832,97988.721897,99697.490644,99697.490644,101546815415.95
2025-11-14,99694.706229,99804.432812,94000.734050,94397.787833,94397.787833,114346441890.18
2025-11-15,94420.471033,96728.472422,94420.471033,95549.145937,95549.145937,38500716654.17
2025-11-16,95556.865778,96564.191216,92971.165562,94177.074481,94177.074481,71086235862.23
2025-11-17,94180.876329,95928.369579,91214.754394,92093.874209,92093.874209,94186165724.42
2025-11-18,92094.533050,93745.076601,89300.464266,92948.872392,92948.872392,101333569061.99
2025-11-19,92946.166026,92946.166026,88526.828866,91465.989074,91465.989074,80350354656.08
2025-11-20,91459.351553,93025.070033,86040.797241,86631.898569,86631.898569,97970645637.66
2025-11-21,86528.772761,87380.807905,80659.812426,85090.686114,85090.686114,129157506112.1
2025-11-22,85098.565920,85503.010196,83490.901261,84648.356729,84648.356729,40793099246.11
2025-11-23,84648.608619,88038.468198,84641.773962,86805.008076,86805.008076,58083435575.55
2025-11-24,86798.771310,89206.335346,85272.196164,88270.561974,88270.561974,74433896109.64
2025-11-25,88269.957868,88457.333383,86131.428900,87341.893751,87341.893751,64837343544.92
2025-11-26,87345.586514,90581.153700,86316.900741,90518.369583,90518.369583,66496301869.43
2025-11-27,90517.765711,91897.575337,90089.516262,91285.372344,91285.372344,57040622844.67
2025-11-28,91285.379454,92969.086528,90257.116804,90919.269434,90919.269434,60895830288.66
